"sep=	"
Shimmer_1875_TimestampSync_Unix_CAL	Shimmer_1875_GSR_Range_CAL	Shimmer_1875_GSR_Skin_Conductance_CAL	Shimmer_1875_GSR_Skin_Resistance_CAL	
ms	no_units	uS	kOhms	
1.7442877628009658E12	3.0	0.898878898878899	1112.4969128179796	
1.744287762804872E12	3.0	0.898878898878899	1112.4969128179796	
1.7442877628087783E12	3.0	0.898878898878899	1112.4969128179796	
1.7442877628126846E12	3.0	0.8993228993228994	1111.947667242656	
1.7442877628165906E12	3.0	0.898878898878899	1112.4969128179796	
1.7442877628204968E12	3.0	0.8984348984348984	1113.0467012601928	
1.744287762824403E12	3.0	0.898878898878899	1112.4969128179796	
1.7442877628283093E12	3.0	0.8993228993228994	1111.947667242656	
1.7442877628322153E12	3.0	0.898878898878899	1112.4969128179796	
1.7442877628361216E12	3.0	0.8984348984348984	1113.0467012601928	
1.7442877628400278E12	3.0	0.8984348984348984	1113.0467012601928	
1.744287762843934E12	3.0	0.8984348984348984	1113.0467012601928	
1.74428776284784E12	3.0	0.8984348984348984	1113.0467012601928	
1.7442877628517463E12	3.0	0.8984348984348984	1113.0467012601928	
1.7442877628556526E12	3.0	0.8984348984348984	1113.0467012601928	
1.7442877628595588E12	3.0	0.898878898878899	1112.4969128179796	
1.7442877628634648E12	3.0	0.8984348984348984	1113.0467012601928	
1.744287762867371E12	3.0	0.8984348984348984	1113.0467012601928	
1.7442877628712773E12	3.0	0.897990897990898	1113.5970333745365	
1.7442877628751836E12	3.0	0.8975468975468975	1114.1479099678456	
1.7442877628790896E12	3.0	0.897990897990898	1113.5970333745365	
1.7442877628829958E12	3.0	0.897990897990898	1113.5970333745365	
1.744287762886902E12	3.0	0.8984348984348984	1113.0467012601928	
1.7442877628908083E12	3.0	0.898878898878899	1112.4969128179796	
1.7442877628947144E12	3.0	0.8975468975468975	1114.1479099678456	
1.7442877628986206E12	3.0	0.897990897990898	1113.5970333745365	
1.7442877629025269E12	3.0	0.897990897990898	1113.5970333745365	
1.744287762906433E12	3.0	0.897990897990898	1113.5970333745365	
1.744287762910339E12	3.0	0.8975468975468975	1114.1479099678456	
1.7442877629142454E12	3.0	0.897990897990898	1113.5970333745365	
1.7442877629181516E12	3.0	0.8975468975468975	1114.1479099678456	
1.7442877629220579E12	3.0	0.897990897990898	1113.5970333745365	
1.7442877629259639E12	3.0	0.8975468975468975	1114.1479099678456	
1.74428776292987E12	3.0	0.8975468975468975	1114.1479099678456	
1.7442877629337764E12	3.0	0.8975468975468975	1114.1479099678456	
1.7442877629376826E12	3.0	0.8975468975468975	1114.1479099678456	
1.7442877629415886E12	3.0	0.8971028971028971	1114.6993318485522	
1.7442877629454949E12	3.0	0.8971028971028971	1114.6993318485522	
1.7442877629494011E12	3.0	0.8971028971028971	1114.6993318485522	
1.7442877629533074E12	3.0	0.8975468975468975	1114.1479099678456	
1.7442877629572134E12	3.0	0.8971028971028971	1114.6993318485522	
1.7442877629611196E12	3.0	0.8971028971028971	1114.6993318485522	
1.744287762965026E12	3.0	0.8971028971028971	1114.6993318485522	
1.7442877629689321E12	3.0	0.8971028971028971	1114.6993318485522	
1.7442877629728381E12	3.0	0.8966588966588968	1115.2512998266898	
1.7442877629767444E12	3.0	0.8966588966588968	1115.2512998266898	
1.7442877629806506E12	3.0	0.8971028971028971	1114.6993318485522	
1.744287762984557E12	3.0	0.8971028971028971	1114.6993318485522	
1.744287762988463E12	3.0	0.8966588966588968	1115.2512998266898	
1.7442877629923691E12	3.0	0.8971028971028971	1114.6993318485522	
1.7442877629962754E12	3.0	0.8966588966588968	1115.2512998266898	
1.7442877630001816E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630040876E12	3.0	0.8962148962148963	1115.8038147138964	
1.744287763007994E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630119001E12	3.0	0.8966588966588968	1115.2512998266898	
1.7442877630158064E12	3.0	0.8966588966588968	1115.2512998266898	
1.7442877630197124E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630236187E12	3.0	0.8962148962148963	1115.8038147138964	
1.744287763027525E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630314312E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630353372E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877630392434E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630431497E12	3.0	0.8962148962148963	1115.8038147138964	
1.744287763047056E12	3.0	0.8966588966588968	1115.2512998266898	
1.744287763050962E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630548682E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877630587744E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630626807E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630665867E12	3.0	0.8957708957708957	1116.3568773234201	
1.744287763070493E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630743992E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630783054E12	3.0	0.8966588966588968	1115.2512998266898	
1.7442877630822114E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877630861177E12	3.0	0.8962148962148963	1115.8038147138964	
1.744287763090024E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877630939302E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877630978362E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877631017424E12	3.0	0.8953268953268955	1116.9104884701214	
1.7442877631056487E12	3.0	0.8957708957708957	1116.3568773234201	
1.744287763109555E12	3.0	0.8962148962148963	1115.8038147138964	
1.744287763113461E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877631173672E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877631212734E12	3.0	0.8953268953268955	1116.9104884701214	
1.7442877631251797E12	3.0	0.8953268953268955	1116.9104884701214	
1.7442877631290857E12	3.0	0.8957708957708957	1116.3568773234201	
1.744287763132992E12	3.0	0.8953268953268955	1116.9104884701214	
1.7442877631368982E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877631408044E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877631447104E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877631486167E12	3.0	0.8953268953268955	1116.9104884701214	
1.744287763152523E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877631564292E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877631603352E12	3.0	0.8957708957708957	1116.3568773234201	
1.7442877631642415E12	3.0	0.894882894882895	1117.4646489704787	
1.7442877631681477E12	3.0	0.894882894882895	1117.4646489704787	
1.744287763172054E12	3.0	0.894882894882895	1117.4646489704787	
1.74428776317596E12	3.0	0.894882894882895	1117.4646489704787	
1.7442877631798662E12	3.0	0.894882894882895	1117.4646489704787	
1.7442877631837725E12	3.0	0.894882894882895	1117.4646489704787	
1.7442877631876787E12	3.0	0.8944388944388945	1118.019359642591	
1.7442877631915847E12	3.0	0.8944388944388945	1118.019359642591	
1.744287763195491E12	3.0	0.8944388944388945	1118.019359642591	
1.7442877631993972E12	3.0	0.8944388944388945	1118.019359642591	
1.7442877632033035E12	3.0	0.894882894882895	1117.4646489704787	
1.7442877632072095E12	3.0	0.8939948939948941	1118.5746213061832	
1.7442877632111157E12	3.0	0.8939948939948941	1118.5746213061832	
1.744287763215022E12	3.0	0.8939948939948941	1118.5746213061832	
1.7442877632189282E12	3.0	0.8939948939948941	1118.5746213061832	
1.7442877632228342E12	3.0	0.8939948939948941	1118.5746213061832	
1.7442877632267405E12	3.0	0.8935508935508937	1119.1304347826085	
1.7442877632306467E12	3.0	0.8944388944388945	1118.019359642591	
1.744287763234553E12	3.0	0.8939948939948941	1118.5746213061832	
1.7442877632384592E12	3.0	0.8935508935508937	1119.1304347826085	
1.7442877632423652E12	3.0	0.8939948939948941	1118.5746213061832	
1.7442877632462715E12	3.0	0.8944388944388945	1118.019359642591	
1.7442877632501777E12	3.0	0.8935508935508937	1119.1304347826085	
1.744287763254084E12	3.0	0.8935508935508937	1119.1304347826085	
1.74428776325799E12	3.0	0.8931068931068932	1119.6868008948545	
1.7442877632618962E12	3.0	0.8935508935508937	1119.1304347826085	
1.7442877632658025E12	3.0	0.8935508935508937	1119.1304347826085	
1.7442877632697087E12	3.0	0.8931068931068932	1119.6868008948545	
1.7442877632736147E12	3.0	0.8935508935508937	1119.1304347826085	
1.744287763277521E12	3.0	0.8935508935508937	1119.1304347826085	
1.7442877632814272E12	3.0	0.894882894882895	1117.4646489704787	
1.7442877632853335E12	3.0	0.8966588966588968	1115.2512998266898	
1.7442877632892395E12	3.0	0.8962148962148963	1115.8038147138964	
1.7442877632931458E12	3.0	0.8957708957708957	1116.3568773234201	
1.744287763297052E12	3.0	0.894882894882895	1117.4646489704787	
1.7442877633009583E12	3.0	0.8939948939948941	1118.5746213061832	
1.7442877633048643E12	3.0	0.8935508935508937	1119.1304347826085	
1.7442877633087705E12	3.0	0.8935508935508937	1119.1304347826085	
1.7442877633126768E12	3.0	0.8939948939948941	1118.5746213061832	
1.744287763316583E12	3.0	0.8926628926628928	1120.2437204675452	
1.744287763320489E12	3.0	0.8926628926628928	1120.2437204675452	
1.7442877633243953E12	3.0	0.8931068931068932	1119.6868008948545	
1.7442877633283015E12	3.0	0.8931068931068932	1119.6868008948545	
1.7442877633322078E12	3.0	0.8922188922188924	1120.8011943269469	
1.7442877633361138E12	3.0	0.8926628926628928	1120.2437204675452	
1.74428776334002E12	3.0	0.8922188922188924	1120.8011943269469	
1.7442877633439263E12	3.0	0.8922188922188924	1120.8011943269469	
1.7442877633478325E12	3.0	0.8922188922188924	1120.8011943269469	
1.7442877633517385E12	3.0	0.8922188922188924	1120.8011943269469	
1.7442877633556448E12	3.0	0.8926628926628928	1120.2437204675452	
1.744287763359551E12	3.0	0.8926628926628928	1120.2437204675452	
1.7442877633634573E12	3.0	0.8926628926628928	1120.2437204675452	
1.7442877633673633E12	3.0	0.8917748917748918	1121.3592233009708	
1.7442877633712695E12	3.0	0.8917748917748918	1121.3592233009708	
1.7442877633751758E12	3.0	0.8917748917748918	1121.3592233009708	
1.744287763379082E12	3.0	0.8917748917748918	1121.3592233009708	
1.744287763382988E12	3.0	0.8922188922188924	1120.8011943269469	
1.7442877633868943E12	3.0	0.8922188922188924	1120.8011943269469	
1.7442877633908005E12	3.0	0.8922188922188924	1120.8011943269469	
1.7442877633947068E12	3.0	0.8922188922188924	1120.8011943269469	
1.7442877633986128E12	3.0	0.8917748917748918	1121.3592233009708	
1.744287763402519E12	3.0	0.8913308913308914	1121.917808219178	
1.7442877634064253E12	3.0	0.8917748917748918	1121.3592233009708	
1.7442877634103315E12	3.0	0.8913308913308914	1121.917808219178	
1.7442877634142375E12	3.0	0.8913308913308914	1121.917808219178	
1.7442877634181438E12	3.0	0.8913308913308914	1121.917808219178	
1.74428776342205E12	3.0	0.8917748917748918	1121.3592233009708	
1.7442877634259563E12	3.0	0.8913308913308914	1121.917808219178	
1.7442877634298623E12	3.0	0.8913308913308914	1121.917808219178	
1.7442877634337686E12	3.0	0.890886890886891	1122.4769499127833	
1.7442877634376748E12	3.0	0.8913308913308914	1121.917808219178	
1.744287763441581E12	3.0	0.890886890886891	1122.4769499127833	
1.744287763445487E12	3.0	0.8913308913308914	1121.917808219178	
1.7442877634493933E12	3.0	0.890886890886891	1122.4769499127833	
1.7442877634532996E12	3.0	0.8913308913308914	1121.917808219178	
1.7442877634572058E12	3.0	0.8904428904428906	1123.0366492146595	
1.7442877634611118E12	3.0	0.890886890886891	1122.4769499127833	
1.744287763465018E12	3.0	0.8904428904428906	1123.0366492146595	
1.7442877634689243E12	3.0	0.890886890886891	1122.4769499127833	
1.7442877634728306E12	3.0	0.8904428904428906	1123.0366492146595	
1.7442877634767366E12	3.0	0.8904428904428906	1123.0366492146595	
1.7442877634806428E12	3.0	0.890886890886891	1122.4769499127833	
1.744287763484549E12	3.0	0.890886890886891	1122.4769499127833	
1.7442877634884553E12	3.0	0.890886890886891	1122.4769499127833	
1.7442877634923613E12	3.0	0.890886890886891	1122.4769499127833	
1.7442877634962676E12	3.0	0.88999888999889	1123.5969069593416	
1.7442877635001738E12	3.0	0.88999888999889	1123.5969069593416	
1.74428776350408E12	3.0	0.88999888999889	1123.5969069593416	
1.744287763507986E12	3.0	0.88999888999889	1123.5969069593416	
1.7442877635118923E12	3.0	0.8904428904428906	1123.0366492146595	
1.7442877635157986E12	3.0	0.8904428904428906	1123.0366492146595	
1.7442877635197048E12	3.0	0.8895548895548894	1124.1577239830299	
1.7442877635236108E12	3.0	0.88999888999889	1123.5969069593416	
1.744287763527517E12	3.0	0.88999888999889	1123.5969069593416	
1.7442877635314233E12	3.0	0.8904428904428906	1123.0366492146595	
1.7442877635353296E12	3.0	0.8895548895548894	1124.1577239830299	
1.7442877635392356E12	3.0	0.8895548895548894	1124.1577239830299	
1.7442877635431418E12	3.0	0.88999888999889	1123.5969069593416	
1.744287763547048E12	3.0	0.88999888999889	1123.5969069593416	
1.7442877635509543E12	3.0	0.8895548895548894	1124.1577239830299	
1.7442877635548604E12	3.0	0.88999888999889	1123.5969069593416	
1.7442877635587666E12	3.0	0.8895548895548894	1124.1577239830299	
1.7442877635626729E12	3.0	0.8904428904428906	1123.0366492146595	
1.744287763566579E12	3.0	0.8895548895548894	1124.1577239830299	
1.744287763570485E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877635743914E12	3.0	0.8895548895548894	1124.1577239830299	
1.7442877635782976E12	3.0	0.88999888999889	1123.5969069593416	
1.7442877635822039E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877635861099E12	3.0	0.8886668886668886	1125.2810392205847	
1.744287763590016E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877635939224E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877635978286E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877636017346E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877636056409E12	3.0	0.889110889110889	1124.7191011235957	
1.744287763609547E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877636134534E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877636173594E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877636212656E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877636251719E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877636290781E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877636329841E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877636368904E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877636407966E12	3.0	0.889110889110889	1124.7191011235957	
1.744287763644703E12	3.0	0.8886668886668886	1125.2810392205847	
1.744287763648609E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877636525151E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877636564214E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877636603276E12	3.0	0.889110889110889	1124.7191011235957	
1.744287763664234E12	3.0	0.8882228882228881	1125.8435391152213	
1.74428776366814E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877636720461E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877636759524E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877636798586E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877636837646E12	3.0	0.8877788877788876	1126.4066016504128	
1.744287763687671E12	3.0	0.8877788877788876	1126.4066016504128	
1.7442877636915771E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877636954834E12	3.0	0.8877788877788876	1126.4066016504128	
1.7442877636993894E12	3.0	0.8877788877788876	1126.4066016504128	
1.7442877637032957E12	3.0	0.8882228882228881	1125.8435391152213	
1.744287763707202E12	3.0	0.8877788877788876	1126.4066016504128	
1.7442877637111082E12	3.0	0.8877788877788876	1126.4066016504128	
1.7442877637150142E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877637189204E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877637228267E12	3.0	0.8877788877788876	1126.4066016504128	
1.744287763726733E12	3.0	0.8873348873348873	1126.970227670753	
1.744287763730639E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877637345452E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877637384514E12	3.0	0.8877788877788876	1126.4066016504128	
1.7442877637423577E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877637462637E12	3.0	0.8886668886668886	1125.2810392205847	
1.74428776375017E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877637540762E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877637579824E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877637618884E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877637657947E12	3.0	0.8895548895548894	1124.1577239830299	
1.744287763769701E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877637736072E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877637775132E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877637814194E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877637853257E12	3.0	0.8886668886668886	1125.2810392205847	
1.744287763789232E12	3.0	0.8886668886668886	1125.2810392205847	
1.744287763793138E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877637970442E12	3.0	0.889110889110889	1124.7191011235957	
1.7442877638009504E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877638048567E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877638087627E12	3.0	0.8886668886668886	1125.2810392205847	
1.744287763812669E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877638165752E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877638204814E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877638243875E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877638282937E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877638322E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877638361062E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877638400122E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877638439185E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877638478247E12	3.0	0.8877788877788876	1126.4066016504128	
1.744287763851731E12	3.0	0.8882228882228881	1125.8435391152213	
1.744287763855637E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877638595432E12	3.0	0.8882228882228881	1125.8435391152213	
1.7442877638634495E12	3.0	0.8886668886668886	1125.2810392205847	
1.7442877638673557E12	3.0	0.8877788877788876	1126.4066016504128	
1.7442877638712617E12	3.0	0.8882228882228881	1125.8435391152213	
1.744287763875168E12	3.0	0.8877788877788876	1126.4066016504128	
1.7442877638790742E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877638829805E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877638868865E12	3.0	0.8877788877788876	1126.4066016504128	
1.7442877638907927E12	3.0	0.8877788877788876	1126.4066016504128	
1.744287763894699E12	3.0	0.8877788877788876	1126.4066016504128	
1.7442877638986052E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877639025112E12	3.0	0.8868908868908869	1127.5344180225281	
1.7442877639064175E12	3.0	0.8868908868908869	1127.5344180225281	
1.7442877639103237E12	3.0	0.8873348873348873	1126.970227670753	
1.74428776391423E12	3.0	0.8873348873348873	1126.970227670753	
1.744287763918136E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877639220422E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877639259485E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877639298547E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877639337607E12	3.0	0.8868908868908869	1127.5344180225281	
1.744287763937667E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877639415732E12	3.0	0.8868908868908869	1127.5344180225281	
1.7442877639454795E12	3.0	0.8864468864468864	1128.099173553719	
1.7442877639493855E12	3.0	0.8873348873348873	1126.970227670753	
1.7442877639532917E12	3.0	0.8868908868908869	1127.5344180225281	
1.744287763957198E12	3.0	0.8864468864468864	1128.099173553719	
1.7442877639611042E12	3.0	0.8868908868908869	1127.5344180225281	
1.7442877639650103E12	3.0	0.8864468864468864	1128.099173553719	
1.7442877639689165E12	3.0	0.8868908868908869	1127.5344180225281	
1.7442877639728228E12	3.0	0.8864468864468864	1128.099173553719	
1.744287763976729E12	3.0	0.8864468864468864	1128.099173553719	
1.744287763980635E12	3.0	0.8868908868908869	1127.5344180225281	
1.7442877639845413E12	3.0	0.8864468864468864	1128.099173553719	
1.7442877639884475E12	3.0	0.8864468864468864	1128.099173553719	
1.7442877639923538E12	3.0	0.8860028860028859	1128.6644951140065	
1.7442877639962598E12	3.0	0.8860028860028859	1128.6644951140065	
1.744287764000166E12	3.0	0.8860028860028859	1128.6644951140065	
1.7442877640040723E12	3.0	0.8855588855588855	1129.2303835547757	
1.7442877640079785E12	3.0	0.8855588855588855	1129.2303835547757	
1.7442877640118845E12	3.0	0.8860028860028859	1128.6644951140065	
1.7442877640157908E12	3.0	0.8864468864468864	1128.099173553719	
1.744287764019697E12	3.0	0.8864468864468864	1128.099173553719	
1.7442877640236033E12	3.0	0.8860028860028859	1128.6644951140065	
1.7442877640275093E12	3.0	0.8855588855588855	1129.2303835547757	
1.7442877640314155E12	3.0	0.8855588855588855	1129.2303835547757	
1.7442877640353218E12	3.0	0.8855588855588855	1129.2303835547757	
1.744287764039228E12	3.0	0.885114885114885	1129.7968397291197	
1.744287764043134E12	3.0	0.8855588855588855	1129.2303835547757	
1.7442877640470403E12	3.0	0.8855588855588855	1129.2303835547757	
1.7442877640509465E12	3.0	0.8855588855588855	1129.2303835547757	
1.7442877640548528E12	3.0	0.885114885114885	1129.7968397291197	
1.7442877640587588E12	3.0	0.885114885114885	1129.7968397291197	
1.744287764062665E12	3.0	0.885114885114885	1129.7968397291197	
1.7442877640665713E12	3.0	0.8846708846708846	1130.3638644918444	
1.7442877640704775E12	3.0	0.885114885114885	1129.7968397291197	
1.7442877640743835E12	3.0	0.885114885114885	1129.7968397291197	
1.7442877640782898E12	3.0	0.885114885114885	1129.7968397291197	
1.744287764082196E12	3.0	0.885114885114885	1129.7968397291197	
1.7442877640861023E12	3.0	0.8846708846708846	1130.3638644918444	
1.7442877640900085E12	3.0	0.8846708846708846	1130.3638644918444	
1.7442877640939146E12	3.0	0.885114885114885	1129.7968397291197	
1.7442877640978208E12	3.0	0.8842268842268842	1130.9314586994728	
1.744287764101727E12	3.0	0.8842268842268842	1130.9314586994728	
1.7442877641056333E12	3.0	0.8842268842268842	1130.9314586994728	
1.7442877641095393E12	3.0	0.8846708846708846	1130.3638644918444	
1.7442877641134456E12	3.0	0.8842268842268842	1130.9314586994728	
1.7442877641173518E12	3.0	0.8842268842268842	1130.9314586994728	
1.744287764121258E12	3.0	0.8837828837828837	1131.4996232102487	
1.744287764125164E12	3.0	0.8842268842268842	1130.9314586994728	
1.7442877641290703E12	3.0	0.8837828837828837	1131.4996232102487	
1.7442877641329766E12	3.0	0.8837828837828837	1131.4996232102487	
1.7442877641368828E12	3.0	0.8837828837828837	1131.4996232102487	
1.7442877641407888E12	3.0	0.8837828837828837	1131.4996232102487	
